Name	Unique?	 Length	Minimized1 Length	Unrolled length	Lossless?	Mirrored in Patterns?	Inverted in Patterns?	Flipped in Patterns?
Strong_Heel_with_a_vertical_rib_for_CO_56	True	141	172	123	True	False	False	False
Strong_Heel_with_a_vertical_rib_for_CO_56_V_2	True	141	172	123	True	False	False	False
structured_cowl	True	13	200	13	True	False	False	True
Strukturmuster	True	6	6	6	True	False	False	True
Strukturmuster_(flach)	True	24	24	24	True	False	False	True
Strukturmuster_(flach)_2	True	50	50	50	True	False	False	True
Strukturmuster_(flach)_3	True	20	20	20	True	False	False	True
Strukturmuster_10	True	52	52	52	True	False	False	True
Strukturmuster_11	True	22	22	22	True	True	False	True
Strukturmuster_12	True	8	8	8	True	False	False	False
Strukturmuster_13	True	6	6	6	True	False	False	True
Strukturmuster_14	True	18	22	18	True	False	False	False
Strukturmuster_15	True	10	16	10	True	False	False	False
Strukturmuster_16	True	36	38	35	True	False	False	False
Strukturmuster_17	True	7	7	7	True	False	False	True
Strukturmuster_18	True	14	14	14	True	False	False	True
Strukturmuster_19	True	14	14	14	True	False	False	False
Strukturmuster_2	True	44	98	44	True	False	False	False
Strukturmuster_20	True	14	26	14	True	False	False	False
Strukturmuster_21	True	14	18	14	True	False	False	False
Strukturmuster_22	True	21	21	21	True	True	False	True
Strukturmuster_23	True	50	50	50	True	False	False	True
Strukturmuster_24	True	8	10	8	True	False	False	False
Strukturmuster_25	True	8	8	8	True	False	False	True
Strukturmuster_26	True	139	139	139	True	False	False	False
Strukturmuster_27	True	16	16	16	True	False	False	True
Strukturmuster_28	True	28	28	28	True	True	True	True
Strukturmuster_29	True	32	32	32	True	False	False	True
Strukturmuster_3	True	47	47	47	True	False	False	True
Strukturmuster_30	True	9	11	9	True	False	False	False
Strukturmuster_4	True	10	10	10	True	False	False	True
Strukturmuster_5-1-1-1	True	72	72	72	True	False	False	True
Strukturmuster_5	True	10	10	10	True	False	False	True
Strukturmuster_6	True	6	6	6	True	False	False	True
Strukturmuster_7	True	93	93	93	True	True	False	False
Strukturmuster_8	True	60	80	58	True	False	False	False
Strukturmuster_9	True	16	26	16	True	False	False	False
Strukturmuster_R12	True	10	10	10	True	False	False	True
Strukturmuster_R30	True	49	49	49	True	False	False	True
Strukturmuster_Rauten	True	26	26	26	True	False	False	True
Strukturmuster_Rauten_(10M12R)	True	33	33	33	True	False	False	True
Strukturmuster_Schach&amp;Rhomben	True	38	38	38	True	False	False	True
Strukturmuster_ZickZack	True	36	36	36	True	False	False	True
Struktur_und_falscher_Zopf_R18	True	92	92	92	True	False	False	False
Stulpen	True	11	11	11	True	False	False	False
Sturdy_slip_stitch	True	24	36	24	True	False	False	False
Sturdy_slip_stitch_2	True	28	28	28	True	False	False	False
Sturdy_slip_stitch_3	True	22	22	22	True	False	False	True
Sturdy_slip_stitch_4	False	22	22	22	True	False	False	False
Sturdy_slip_stitch_5	False	22	22	22	True	False	False	False
stv	True	29	54	15	True	False	False	False
st_jean_de_monts_-_rightmost_lace_-_normailzed	True	234	437	213	True	False	False	False
st_jean_de_monts_-_rightmost_lace_-_normailzed_2	True	224	437	201	True	False	False	False
st_jean_de_monts_-_rightmost_lace_pattern	True	248	437	228	True	False	False	False
st_jean_de_monts_middle	True	39	153	39	True	False	False	False
St_John&#x27;s_Wort	True	10	10	10	True	False	False	True
St_Johns_Wort	True	14	20	14	True	False	False	False
St__Johns_Wort_Decreases	True	75	135	71	True	False	False	False
St__Johns_Wort_Decreases_#2	True	83	187	79	True	True	False	False
St__Johns_Wort_Decreases_#2_(copy)	True	102	319	93	True	False	False	False
St__Johns_Wort_Decreases_#3	True	118	307	84	True	False	False	False
st__st__cables	True	24	24	24	True	False	False	False
Subtle_crosses	True	23	23	23	True	False	False	False
Subtle_Mesh	True	117	119	117	True	False	False	False
Subtle_panel	True	58	113	58	True	False	False	False
Sue	True	181	398	176	True	False	False	False
Sugar-Plum_Stitch	True	7	8	7	True	False	False	False
sukkisten_korotus	True	40	312	45	True	False	False	True
Summer	True	22	22	22	True	False	False	False
Summery	True	221	221	221	True	False	False	False
Summer_2	True	82	82	82	True	False	False	False
Summer_band	True	159	377	154	True	False	False	False
Summer_Flower_Shawl_Part_1	True	485	486	250	True	False	False	False
Summer_Flower_Shawl_Start	True	145	642	112	True	False	False	False
Summer_Flower_Shawl_Start_(repeatable)	True	188	291	186	True	False	False	False
SUMMER_LACE,_COMBINATION_OF_PARTS_A_&amp;_B	True	314	417	296	True	None	False	False
SUMMER_LACE_PART_B_(PART_A_IS_SEPARATE)	True	201	243	185	True	None	False	False
Summer_Scarf_Homage	True	34	154	49	True	False	False	False
Summer_stripes	True	10	10	10	True	False	False	True
Summit	True	30	138	30	True	False	False	False
Sun	True	58	96	52	True	False	False	False
Sun2	True	56	89	53	True	False	False	False
Sunbeams	True	15	15	15	True	False	False	False
Sunburst	True	29	29	29	True	False	False	False
Suncatcher	True	22	22	22	True	False	False	False
Sunday	True	10	10	10	True	False	False	False
Sundowner	True	194	194	110	True	False	False	True
sunrise	True	153	213	153	True	False	False	False
Sunrise_Lace	True	15	15	15	True	False	False	False
sunset_lace_border	True	47	93	43	True	True	False	False
Sunshine	True	363	900	345	True	False	False	False
Sunshine_2	True	100	100	100	True	False	False	False
Sunspots	True	227	334	225	True	False	False	False
Sunspots_2	True	157	209	157	True	False	False	False
Sunspot_scarf	True	1036	2048	710	True	False	False	False
Sun_2	True	45	135	44	True	False	False	False
Sun_3	True	45	45	45	True	False	False	False
Sun_knit_in_round	True	17	488	17	True	False	False	False
Sun_Waves_(shrug)	True	548	2664	536	True	False	False	False
Sun_with_Spiral_Chart	True	272	690	264	True	False	False	False
Supermalt_logo	True	224	432	197	True	False	False	False
Surfer	True	291	371	291	True	False	False	False
Surry	True	99	191	64	True	False	False	False
Susan	True	103	136	103	True	False	False	False
Susanna	True	165	321	159	True	False	False	False
Susan_Queen_Shawl_-_Original_Center_-Ravelry_Forum	True	675	1066	345	True	False	False	False
Swag	True	30	30	30	True	False	False	False
Swags	True	132	183	127	True	False	False	False
sway	True	50	50	50	True	False	False	False
Sway;_COPY_of_Gannet&#x27;s_stitch_I_slightly_modified	True	100	100	100	True	False	False	False
sweater	True	18	108	18	True	False	False	False
Sweaters_in_Sirdar_Supersoft_Aran_2248	True	27	312	27	True	False	False	False
sweater_2	True	77	370	109	True	False	False	False
Sweater_Arrows	True	422	847	391	True	False	False	False
Sweater_Cable_(9M,_8R)_with_decorative_Trim	True	42	48	42	True	False	False	False
sweater_collar	True	123	302	115	True	False	False	False
sweater_conversion	True	37	521	29	True	False	False	False
Sweater_Fronts	True	46	160	34	True	False	False	True
sweater_rib	True	110	440	85	True	False	False	False
Sweater_side	True	38	175	38	True	False	False	False
Sweater_side_2	True	86	389	86	True	False	False	False
sweater_test	True	30	214	24	True	True	False	False
Sweet	True	315	393	311	True	False	False	False
Sweetheart	True	605	739	595	True	False	False	False
sweetie	True	337	539	335	True	False	False	False
Swerve	True	33	136	21	True	False	False	False
sweter_Igor	True	267	784	253	True	False	False	False
Swim	True	161	233	161	True	False	False	False
Swing	True	30	30	30	True	False	False	False
swirl	True	23	53	11	True	False	False	False
Swirling_Lace	True	26	48	26	True	False	False	False
Swirling_Lace_Stitch	True	26	48	26	True	False	False	False
Swirling_Lace_Stitch_Variation	True	27	49	27	True	False	False	False
Swirling_rib	True	8	46	8	True	False	False	False
Swirl_Hat	True	124	1771	120	True	False	False	False
Swirl_Hat_-_version_A	True	34	186	33	True	False	False	False
Swirl_Hat_-_Version_B	True	81	486	76	True	False	False	False
Swirl_Hat_-_Version_C2	True	59	354	55	True	False	False	False
Swirl_Hat_-_Version_D	True	35	236	32	True	False	False	False
Swirl_lace_hat	True	4	103	4	True	False	False	False
Swirl_Rib	True	76	76	76	True	False	False	False
Swirl_Test_Rows	True	49	164	49	True	False	False	False
Swish_Mesh	True	318	322	296	True	False	False	False
Swiss_Fan	True	18	40	18	True	False	False	False
Swiss_Fan_2	True	18	18	18	True	False	False	False
Swiss_Lace	True	118	396	106	True	False	False	False
Swiss_Lace_Necktie	True	372	579	245	True	False	False	False
Switchback	True	86	168	86	True	False	False	False
Switchback_2	True	34	40	34	True	False	False	False
Sycamore_stitch_or_Wishbones	True	20	35	20	True	False	False	False
Sylvia	True	46	46	46	True	False	False	False
Symmetrical_lace_chevron	True	45	45	45	True	False	False	False
Symmetrical_Shawl	True	724	4500	652	True	False	False	True
Symmetrical_Vs	True	55	55	55	True	False	False	False
Symmetry_1	True	36	39	36	True	False	False	False
Symmetry_2	True	37	40	37	True	False	False	False
Symmetry_3	True	45	45	45	True	True	False	False
Symmetry_4	True	57	57	57	True	False	False	False
Syncopated_Brioche_Stitch	True	8	8	8	True	False	False	True
Synergy	True	421	552	413	True	False	False	False
syzygy	True	86	86	86	True	False	False	False
Szarvasgomba	True	7	13	6	True	False	False	False
Szarvasgomba_2	False	17	17	17	True	False	False	False
Szarvasgomba_3	True	86	150	72	True	False	False	False
Szarvasgomba_4	True	88	332	98	True	False	False	False
T1Gard_(_noFoto)	True	295	343	295	True	False	False	False
Table_runner	True	45	115	41	True	False	False	False
Tadpoles	True	25	25	25	True	False	False	False
Tadpoles_2	True	32	32	32	True	False	False	False
Tadpoles_3	True	50	50	50	True	False	False	False
Tadpoles_4	True	14	22	14	True	False	False	False
Taie_D	True	91	101	91	True	False	False	False
Tail_Feather	True	11	15	11	True	True	False	True
tail_feathers_1	True	24	24	24	True	False	False	False
tail_feathers_2	True	30	54	31	True	False	False	False
Take_2	True	32	241	30	True	False	False	False
Take_It_or_Leaf_It	False	62	135	58	True	False	False	False
tall_diamonds	True	129	150	129	True	False	False	False
Tall_vase	True	36	36	36	True	False	False	False
Tall_vase_2	True	39	39	39	True	False	False	False
Tall_vase_3	True	75	75	75	True	False	False	False
Tall_Zig_Zag	True	100	136	100	True	False	False	False
Tamarack	True	20	24	20	True	False	False	False
Tamarack_2	True	20	24	20	True	False	False	False
Tanbark	True	12	12	12	True	False	False	False
Tandem	True	25	47	25	True	False	False	True
Tangier	True	20	20	20	True	False	False	False
Tangles	True	38	38	38	True	False	False	False
Tango	True	46	64	46	True	False	False	False
Tango_2	True	33	33	33	True	False	False	False
Tango_3	True	14	14	14	True	False	False	False
Tango_4	True	17	17	17	True	False	False	False
Tango_5	True	78	78	78	True	False	False	False
Tank_-_front	True	16	130	17	True	False	False	True
Tannenast	True	30	48	30	True	False	False	False
Tannenzapfen_v1	True	88	88	88	True	False	False	False
Tannenzapfen_v2	True	84	87	84	True	False	False	False
Tapered_Leaf_Pattern	True	131	131	131	True	False	False	False
Tapestry_1	True	24	34	24	True	False	False	False
Tappeto	True	72	72	72	True	False	False	False
Tappeto_2	True	72	72	72	True	False	False	False
TARDIS	True	61	207	61	True	False	False	True
Tardis_3	True	349	1167	329	True	False	False	False
Tardis_Cable_Blanket_-_PART_1	True	399	1305	378	True	False	False	False
Tardis_Cable_Blanket_-_PART_2	True	763	2841	713	True	False	False	False
Tartlet	True	172	384	172	True	False	False	False
Tartlet_2	True	45	244	45	True	False	False	False
Tartlet_border	True	18	124	18	True	False	False	False
TBC	True	10	13	8	True	False	False	True
TBC_023	True	126	126	126	True	False	False	False
TBC_029	True	47	47	47	True	False	False	False
TBC_041	True	9	9	9	True	False	False	False
TBC_051	True	70	90	70	True	False	False	False
TBC_10	True	26	26	26	True	False	False	False
TBC_103	True	28	44	28	True	False	False	False
TBC_108	True	13	107	13	True	False	False	False
TBC_11	True	26	26	26	True	False	False	False
TBC_12	True	29	29	29	True	False	False	False
TBC_13	True	66	66	66	True	False	False	False
TBC_14	True	292	380	292	True	False	False	False
TBC_15	True	22	22	20	True	False	False	False
TBC_16	True	10	11	10	True	False	False	False
TBC_17	True	90	143	64	True	False	False	False
TBC_18	True	11	11	11	True	True	False	True
TBC_19	True	16	32	16	True	False	False	False
TBC_2	True	13	13	13	True	True	False	False
TBC_20	False	23	23	23	True	False	False	False
TBC_21	True	6	6	6	True	False	False	False
TBC_22	True	39	39	39	True	True	False	True
TBC_23	True	9	9	9	True	False	False	False
TBC_24	True	36	36	36	True	False	False	False
TBC_25	True	24	29	24	True	False	False	False
TBC_26	True	20	20	20	True	False	False	False
TBC_28	True	107	107	107	True	False	False	False
TBC_29	True	62	62	62	True	False	False	False
TBC_3	True	44	44	44	True	False	False	False
TBC_30	True	5	5	5	True	False	False	True
TBC_31	True	67	73	67	True	False	False	False
TBC_33	True	156	464	178	True	False	False	False
TBC_34	True	11	11	11	True	False	False	True
TBC_35	True	4	4	4	True	False	False	False
TBC_36	True	46	64	46	True	False	False	False
TBC_37	True	17	17	17	True	False	False	False
TBC_38	True	5	5	5	True	False	False	True
TBC_39	True	230	902	162	True	False	False	True
TBC_4	True	71	71	71	True	False	False	False
TBC_40	True	228	404	228	True	False	False	False
TBC_41	True	54	72	54	True	False	False	False
TBC_42	True	53	53	53	True	False	False	False
TBC_43	True	41	41	41	True	False	False	False
TBC_44	True	14	28	14	True	True	False	False
TBC_45	True	136	136	136	True	False	False	False
TBC_46	True	3	3	3	True	True	False	True
TBC_47	True	44	44	44	True	False	False	False
TBC_48	True	120	120	120	True	False	False	False
TBC_49	True	64	152	64	True	True	False	False
TBC_5	True	48	48	48	True	False	False	False
TBC_50	True	57	57	57	True	False	False	False
TBC_51	True	63	63	63	True	False	False	False
TBC_52	True	8	12	8	True	False	False	False
TBC_54	True	119	119	119	True	False	False	False
TBC_55	True	13	69	12	True	False	False	True
TBC_56	True	56	76	56	True	False	False	False
TBC_57	True	8	8	8	True	False	False	False
TBC_58	True	8	8	8	True	False	False	False
TBC_59	True	31	31	31	True	False	False	False
TBC_6	True	26	26	26	True	False	False	False
TBC_60	True	33	33	33	True	False	False	False
TBC_61	True	46	46	46	True	True	False	False
TBC_62	True	15	15	15	True	True	False	False
TBC_63	True	7	7	7	True	False	False	False
TBC_64	True	22	208	22	True	False	False	False
TBC_65	True	25	25	25	True	True	False	False
TBC_66	True	9	78	9	True	False	False	True
TBC_7	True	83	83	83	True	False	False	False
TBC_8	True	5	5	5	True	False	False	False
TBC_9	True	299	1333	279	True	False	False	False
TCB_003	True	10	17	9	True	True	False	False
TC_21	True	104	368	100	True	False	False	False
TC_45	True	74	312	74	True	False	False	False
Tea	True	161	196	152	True	False	False	False
Teal_scarf	True	44	48	44	True	False	False	False
teardrop	True	41	41	41	True	False	False	False
Teardrop_Lace	True	83	93	79	True	False	False	False
Teaser	True	24	32	24	True	False	False	False
teatest	True	24	52	24	True	False	False	False
teatest_2	True	29	56	29	True	False	False	False
teatest_3	True	26	52	26	True	False	False	False
teatest_4	True	25	65	25	True	False	False	False
tea_half_drop	True	27	60	27	True	False	False	False
Tea_Swags	True	267	345	257	True	False	False	False
TectumHive_Stitch	True	10	13	10	True	False	False	False
Teensy_cherries	True	73	80	68	True	False	False	False
Teeny_Tiny_Feather_and_Fan	True	11	13	11	True	False	False	False
Teil_1	True	97	876	97	True	False	False	False
Telegraph_Pattern	True	8	8	8	True	False	False	False
Temple	True	69	74	69	True	False	False	False
Temp_2	True	12	71	12	True	False	False	False
Tenendo_1	True	42	42	42	True	False	False	False
Tenendo_2	True	24	24	24	True	False	False	False
Tennirs_Pattern,_No__15	True	37	37	37	True	False	False	False
Tenth_chart_1	True	403	1486	308	True	False	False	False
Tenth_chart_2	True	420	1263	327	True	False	False	False
Tenth_chart_3	True	464	1633	392	True	False	False	False
Tenth_chart_4	True	347	874	279	True	False	False	False
Terazzo	True	280	2595	280	True	False	False	False
Teresa_Left_body_hopefully_final	True	501	951	420	True	False	False	False
Teresa_Left_bpdy	True	252	449	203	True	False	False	False
Teresa_left_corner	True	168	305	164	True	False	False	False
Teresa_Right_Corner	True	168	295	164	True	False	False	False
Terese_right_body2	True	252	438	206	True	False	False	False
Terese_right_body_with_multiplies	True	19	53	19	True	False	False	False
Terraform	True	149	230	141	True	False	False	False
Terrazzo	True	89	89	89	True	False	False	False
Terra_nova	True	30	30	30	True	False	False	False
Terra_nova_2	True	18	18	18	True	False	False	False
Terrebonne	True	28	28	28	True	False	False	False
test!	True	81	90	42	True	False	False	False
test-CKforJJ_right	True	73	169	74	True	False	False	False
Test-hat	True	78	78	77	True	False	False	False
test-short-rows	True	11	17	11	True	False	False	False
test-short-rows_2	True	6	12	6	True	False	False	False
test-short-rows_3	True	6	12	6	True	False	False	False
test-short-rows_4	True	8	11	8	True	False	False	False
test	True	49	128	49	True	False	False	False
Test01	True	90	119	88	True	False	False	False
Test1	True	87	464	79	True	False	False	False
test1_(_noFoto)	True	19	19	19	True	False	False	False
Test1_3	True	232	279	232	True	False	False	False
test2	True	73	73	73	True	False	False	False
test2_2	True	16	40	19	True	False	False	False
test2_3	True	283	283	283	True	False	False	False
test2_4	True	223	437	200	True	False	False	False
test2_5	True	19	347	19	True	False	False	True
test2_6	True	134	749	134	True	False	False	False
test2_7	True	4	16	4	True	False	False	True
TEST3	True	8	24	5	True	False	False	False
test4	True	184	1256	157	True	True	False	False
testck1	True	40	466	41	True	False	False	False
teste-ondas	True	1064	1753	992	True	False	False	False
teste	True	24	37	24	True	False	False	False
TESTEDGE_TEST	True	29	109	31	True	False	False	False
tester	True	171	1147	171	True	False	False	False
teste_2	True	178	294	178	True	True	False	False
teste_3	True	162	457	58	True	False	False	False
Testing	True	12	32	10	True	True	False	True
Testing_2	True	21	65	13	True	True	False	False
Testing_3	True	7	9	7	True	False	False	False
Testing_4	True	40	40	40	True	False	False	False
Testing_5	True	258	477	147	True	False	False	False
Testing_6	True	233	460	209	True	False	False	True
Testing_7	True	18	33	18	True	False	False	False
Testing_Keypad	True	75	76	75	True	False	False	False
testing_qwerty	False	6	10	6	True	False	False	False
Testing_Shell_edging	True	104	233	82	True	False	False	False
testing_sr	True	12	29	11	True	False	False	False
Testing_testing_1	True	69	304	21	True	False	False	False
Testing_Triangles_and_Blocks	True	10	48	10	True	False	False	True
testjj	True	38	53	36	True	False	False	False
Testlampion	True	299	1064	309	True	False	False	False
testpattern	True	23	27	19	True	True	False	False
testpattern_(copy)	True	784	881	733	True	False	False	False
testpattern_2	True	172	202	161	True	False	False	False
testpattern_edging_only	True	690	736	556	True	False	False	False
teststststs	True	24	59	24	True	False	False	False
testt	True	678	1288	403	True	False	False	False
TestWave	True	48	99	46	True	False	False	False
testy_lodka	True	102	691	102	True	False	False	True
test_(1)_short-row_triangles_circle_(12_sts)	True	57	188	57	True	False	False	True
test_(10)_short-row_triangles_circle_+_eyelets	True	42	102	43	True	False	False	False
test_(11)_short-row_triangles_circle_+_eyelets	True	27	75	27	True	False	False	False
test_(2)_short-row_triangles_circle_(8_sts)	True	34	76	34	True	False	False	True
test_(3)_short-row_triangles_circle_with_eyelets	True	32	76	27	True	False	False	False
test_(4)_short-row_triangles_circle_+_eyelets	True	33	77	28	True	False	False	False
test_(5)_short-row_triangles_circle_+_eyelets	True	24	61	19	True	False	False	False
test_(6)_short-row_triangles_circle_+_eyelet_rows	True	32	99	32	True	False	False	False
test_(7)_short-row_triangles_circle_+_eyelets	True	21	56	21	True	False	False	False
test_(8)_growing_short-row_triangles_circle	True	52	208	52	True	False	False	False
test_(9)_short-row_triangles_circle_+_eyelets	True	30	68	30	True	False	False	False
test_(copy)	True	1484	1484	1484	True	False	False	False
Test_-_Will_it_be_Diamonds_or_Waves	True	281	281	281	True	False	False	False
Test_1	True	17	182	16	True	False	False	False
test_10	True	11	11	11	True	False	False	False
test_100	True	236	356	236	True	False	False	False
test_101	False	389	910	353	True	False	False	True
test_102	True	58	100	48	True	False	False	False
test_103	True	68	103	68	True	False	False	True
test_104	True	40	99	40	True	False	False	False
test_105	True	33	85	25	True	False	False	False
test_106	True	3	5	3	True	False	False	True
test_107	True	3	24	3	True	False	False	True
test_108	True	4	30	4	True	False	False	False
test_109	False	17	17	17	True	False	False	False
test_11	True	18	21	18	True	False	False	False
test_110	True	3	300	3	True	True	False	True
test_111	True	27	43	27	True	False	False	False
test_112	True	7	11	5	True	False	False	True
test_113	True	76	652	76	True	False	False	False
test_114	True	345	2295	347	True	False	False	False
test_115	True	10	34	10	True	False	False	False
test_116	True	123	664	119	True	False	False	False
test_117	True	11	45	11	True	False	False	False
test_12	True	10	10	10	True	False	False	False
test_14	True	44	256	44	True	False	False	False
test_16	False	17	17	17	True	False	False	False
test_17	True	5	5	5	True	False	False	False
test_18	True	59	84	59	True	False	False	False
test_19	True	48	114	48	True	False	False	False
Test_1_-_shawl	True	8	13	7	True	False	False	False
test_2	True	12	47	12	True	False	False	True
test_20	True	17	21	17	True	False	False	False
test_21	True	8	8	8	True	False	False	True
test_22	True	38	96	38	True	False	False	False
test_23	False	213	561	140	True	False	False	True
test_24	True	16	19	16	True	False	False	False
test_25	True	65	65	65	True	False	False	True
test_26	True	17	21	17	True	True	False	False
test_27	True	12	18	12	True	True	False	False
test_28	True	7	7	7	True	True	False	True
test_29	True	43	43	43	True	True	False	False
test_2_3	True	4	60	4	True	False	False	False
test_2_4	True	5	65	5	True	False	False	False
Test_3	True	10	30	10	True	False	False	True
test_30	True	26	133	26	True	False	False	True
test_31	True	42	42	42	True	False	False	False
test_32	True	8	102	8	True	False	False	True
test_33	True	23	31	23	True	False	False	False
test_34	True	15	74	15	True	False	False	False
test_35	True	14	17	14	True	False	False	False
test_36	True	6	159	6	True	False	False	True
Test_36A	True	17	17	17	True	True	False	False
test_37	True	163	866	164	True	False	False	False
test_38	True	27	27	27	True	False	False	False
test_39	True	23	68	23	True	False	False	True
test_3_(copy)	True	10	30	10	True	False	False	True
test_3_(copy)_(copy)	True	168	508	160	True	False	False	False
test_3_2	True	27	81	27	True	False	False	False
test_3_3	True	159	441	155	True	False	False	False
test_4	True	79	170	76	True	False	False	False
test_40	True	43	218	41	True	True	False	False
test_41	True	39	117	37	True	False	False	False
test_42	True	81	214	81	True	False	False	False
test_43	True	4	42	4	True	False	False	True
test_44	True	197	352	198	True	False	False	False
test_45	True	81	458	81	True	False	False	False
test_46	True	97	395	95	True	False	False	False
test_47	True	10	10	10	True	False	False	False
test_48	True	36	36	36	True	False	False	True
test_49	True	64	485	64	True	False	False	False
Test_4_2	True	10	30	10	True	False	False	True
test_4_b	True	560	1970	384	True	False	False	False
test_4_rav	True	7	30	7	True	False	False	False
test_4_transition	True	778	2135	456	True	False	False	False
test_5	True	20	26	16	True	False	False	False
test_50	True	60	111	60	True	False	False	False
test_51	True	23	27	23	True	False	False	False
test_52	True	5	5	5	True	False	False	False
test_53	True	111	111	111	True	False	False	False
test_54	True	7	40	7	True	False	False	False
test_55	True	5	12	5	True	False	False	True
test_56	True	18	48	18	True	False	False	False
test_57	True	67	138	66	True	False	False	False
test_58	True	177	371	177	True	False	False	False
test_59	True	71	151	65	True	False	False	False
test_6	True	5	5	5	True	False	False	False
test_60	True	662	2422	292	True	False	False	False
test_61	True	44	130	24	True	False	False	True
test_62	True	72	720	74	True	False	False	True
test_63	True	64	253	60	True	False	False	False
test_65	True	11	19	11	True	True	False	False
test_66	True	2	48	2	True	True	False	True
test_67	True	153	168	149	True	False	False	False
test_68	True	46	204	46	True	False	False	False
test_69	True	76	438	61	True	False	False	False
test_7	True	3	3	3	True	False	False	False
test_70	True	18	18	14	True	False	False	False
test_71	True	21	59	35	True	False	False	False
test_72	True	5	13	5	True	False	False	True
test_73	True	101	396	101	True	False	False	False
test_74	True	81	81	81	True	False	False	False
test_75	True	19	27	19	True	False	False	False
test_76	True	43	121	43	True	False	False	False
test_77	True	56	61	53	True	False	False	False
test_78	True	16	16	16	True	False	False	False
test_79	True	6	6	6	True	False	False	True
test_8	True	59	245	66	True	False	False	False
test_80	True	66	66	66	True	False	False	False
test_81	True	108	144	86	True	False	False	False
test_82	True	268	432	240	True	False	False	False
test_83	True	268	432	240	True	False	False	False
test_84	True	20	20	20	True	False	False	False
test_85	True	77	139	62	True	False	False	False
test_86	True	5	25	5	True	False	False	False
test_87	True	2	18	2	True	True	False	True
test_88	True	6	16	6	True	False	False	False
test_89	True	610	4247	602	True	False	False	False
test_9	True	7	12	7	True	False	False	False
test_90	True	524	3326	524	True	False	False	False
test_91	True	30	395	30	True	False	False	True
test_92	True	663	3923	663	True	False	False	False
test_93	True	668	3583	668	True	False	False	False
test_94	True	5	26	7	True	False	False	False
test_95	True	110	533	110	True	False	False	False
test_98	True	23	50	23	True	False	False	False
test_99	True	16	16	4	True	False	False	True
Test_before_mods	True	27	27	27	True	False	False	False
test_beret	True	39	201	39	True	False	False	False
test_beret_(modyfikacja)	True	61	223	61	True	False	False	False
Test_betaine_swatch	True	39	39	39	True	False	False	False
Test_Cables	True	27	61	23	True	False	False	True
test_chev_xtreme	True	36	152	36	True	False	False	False
Test_Christmas_Ball	True	62	745	60	True	False	False	False
test_corner_1	True	211	1715	169	True	False	False	False
test_corner_2	True	245	2110	158	True	False	False	False
Test_Diamonds	True	147	1421	147	True	False	False	True
test_dip_sts	True	26	39	26	True	False	False	False
test_Edging_Chart	True	20	27	15	True	False	False	False
test_Edging_Chart_2	True	70	87	51	True	False	False	False
test_Edging_Chart_3	True	92	112	69	True	False	False	False
test_entrlac	True	64	176	64	True	False	False	False
test_estonian_willow	True	75	199	96	True	False	False	False
test_ev	True	39	85	38	True	False	False	False
test_file	True	6	27	6	True	False	False	True
Test_for_me	False	31	1206	31	True	False	False	True
Test_for_me_2	False	31	1206	31	True	False	False	True
Test_Frida	True	47	118	38	True	False	False	False
Test_from_Tuto	True	25	25	25	True	False	False	False
Test_Fusion	True	15	42	9	True	False	False	False
test_gerbera	True	150	348	148	True	False	False	False
test_hat_wedge	True	151	358	130	True	False	False	False
test_Irish_lace	True	10	12	10	True	False	False	False
test_l	True	141	203	107	True	False	False	False
test_lace	False	86	92	86	True	False	False	False
Test_leaf	True	38	62	38	True	False	False	False
Test_leaf_2	True	39	63	39	True	False	False	False
Test_Leaf_motif	True	27	39	25	True	False	False	False
test_l_2	True	106	176	105	True	False	False	False
test_m-chev	True	14	14	14	True	False	False	False
test_m	True	14	14	14	True	False	False	False
Test_map	False	13	13	13	True	False	False	False
Test_map_2	False	13	13	13	True	False	False	False
test_MB	True	205	304	109	True	False	False	False
test_m_2	True	14	14	14	True	False	False	False
test_Noemy_edge_(repeats)	True	301	301	301	True	False	False	False
test_pattern	True	33	97	38	True	False	False	True
test_pattern_1267	True	28	136	27	True	False	False	False
Test_Pattern_2	True	10	17	10	True	False	False	False
Test_Pattern_3	True	10	22	10	True	True	False	False
Test_Pattern_4	False	537	957	129	True	False	False	False
Test_Raute	True	34	50	30	True	False	False	False
Test_rectangle	True	27	66	26	True	False	False	False
Test_repeat	True	17	37	17	True	False	False	False
Test_Shawl	True	335	2133	313	True	False	False	False
Test_spiral1	True	14	82	14	True	False	False	False
Test_sp__162	True	21	24	21	True	False	False	False
Test_Stitch_Pattern	True	15	57	15	True	True	False	False
test_swirl	True	36	176	32	True	False	False	True
test_test_12_(copy)	True	217	787	33	True	False	False	False
test_triangle	True	38	66	24	True	True	False	True
test_W&amp;T	True	23	108	23	True	False	False	True
Test_Xen	True	15	169	17	True	False	False	False
test_xen2	True	1	9	1	True	True	True	True
Test_Zig_Zag_Tree	True	27	27	27	True	False	False	False
Texture	True	8	8	8	True	True	False	False
Textured_columns	True	31	31	31	True	False	False	False
Textured_diamonds	True	54	54	54	True	False	False	False
Textured_Leaf	True	180	180	180	True	False	False	True
textured_rib_stitch_pattern	True	9	13	9	True	False	False	False
Textured_slip_stitch	True	12	15	12	True	False	False	False
Textured_slip_stitch_2	True	8	8	8	True	False	False	True
Textured_squares	True	26	26	26	True	True	False	True
Textured_stripes_2	True	8	8	8	True	False	False	False
Textured_zigzag_1	True	48	48	48	True	False	False	False
Textured_zigzag_2	True	38	38	38	True	False	False	False
